债券ID,申万一级行业,申万二级行业,债券全称,债券简称,发行主体
041655021.IB,传媒,营销传媒,印纪娱乐传媒股份有限公司2016年度第一期短期融资券,16印纪娱乐CP001,印纪娱乐传媒股份有限公司
041662002.IB,房地产,房地产开发,上海世茂股份有限公司2016年度第一期短期融资券,16沪世茂CP001,上海世茂股份有限公司
041673003.IB,机械设备,专用设备,中信重工机械股份有限公司2016年度第一期短期融资券,16中信重工CP001,中信重工机械股份有限公司
101564027.IB,0,0,中飞租融资租赁有限公司2015年度第一期中期票据,15中飞租MTN001,中飞租融资租赁有限公司
122049.SH,交通运输,港口,2010年营口港务股份有限公司公司债券,10营口港,营口港务股份有限公司
011698139.IB,房地产,园区开发,上海陆家嘴金融贸易区开发股份有限公司2016年度第一期超短期融资券,16陆家嘴SCP001,上海陆家嘴金融贸易区开发股份有限公司
031685012.IB,纺织服装,服装家纺,浙江棒杰数码针织品股份有限公司2016年度第一期非公开定向债务融资工具,16棒杰数码PPN001,浙江棒杰数码针织品股份有限公司
101552024.IB,轻工制造,0,佛山华新包装股份有限公司2015年度第一期中期票据,15华包MTN001,佛山华新包装股份有限公司
112100.SZ,家用电器,白色家电,浙江盾安人工环境股份有限公司2012年公司债券,12盾安债,浙江盾安人工环境股份有限公司
112103.SZ,建筑材料,其他建材,芜湖海螺型材料科技股份有限公司2012年公司债券,12海型债,芜湖海螺型材科技股份有限公司
112107.SZ,汽车,汽车零部件,2012年昆明云内动力股份有限公司公司债券,12云内债,昆明云内动力股份有限公司
112324.SZ,通信,通信设备,大唐高鸿数据网络技术股份有限公司2016年面向合格投资者公开发行公司债券,16高鸿债,大唐高鸿数据网络技术股份有限公司
011698296.IB,汽车,汽车零部件,福耀玻璃工业集团股份有限公司2016年度第四期超短期融资券,16福耀玻璃SCP004,福耀玻璃工业集团股份有限公司
011699751.IB,医药生物,化学制药,华北制药股份有限公司2016年度第一期超短期融资券,16华北制药SCP001,华北制药股份有限公司
041669006.IB,电子,其他电子Ⅱ,上海飞乐音响股份有限公司2016年度第一期短期融资券,16飞乐音响CP001,上海飞乐音响股份有限公司
078037.IB,交通运输,高速公路,2007年深圳高速公路股份有限公司公司债券,07深高速债,深圳高速公路股份有限公司
136198.SH,医药生物,医药商业,上海医药集团股份有限公司公开发行2016年公司债券(第一期),16上药01,上海医药集团股份有限公司
011620001.IB,有色金属,工业金属,中国铝业股份有限公司2016年度第一期超短期融资券,16中铝SCP001,中国铝业股份有限公司
011698059.IB,交通运输,港口,厦门港务发展股份有限公司2016年度第一期超短期融资券,16厦港务发SCP001,厦门港务发展股份有限公司
031491035.IB,化工,化学制品,中国玻纤股份有限公司2014年度第二期非公开定向债务融资工具,14玻纤PPN002,中国巨石股份有限公司
031564172.IB,机械设备,运输设备,浙江众合科技股份有限公司2015年度第二期非公开定向债务融资工具,15众合科技PPN002,浙江众合科技股份有限公司
041562062.IB,公用事业,燃气,南京中北(集团)股份有限公司2015年度第一期短期融资券,15宁中北CP001,南京公用发展股份有限公司
101559010.IB,交通运输,港口,重庆港九股份有限公司2015年度第一期中期票据,15港九MTN001,重庆港九股份有限公司
101676004.IB,房地产,房地产开发,泰禾集团股份有限公司2016年度第一期中期票据,16泰禾MTN001,泰禾集团股份有限公司
112247.SZ,医药生物,医药商业,华东医药股份有限公司2015年公司债券,15华东债,华东医药股份有限公司
112263.SZ,房地产,房地产开发,中房地产股份有限公司2015年公司债券,15中房债,中房地产股份有限公司
118337.SZ,传媒,互联网传媒,乐视网信息技术(北京)股份有限公司2015年非公开发行公司债券(第一期),15乐视01,乐视网信息技术(北京)股份有限公司
135205.SH,房地产,房地产开发,鲁商置业股份有限公司非公开发行2016年公司债券(第一期),16鲁商债,鲁商置业股份有限公司
1382046.IB,交通运输,港口,天津港股份有限公司2013年度第一期中期票据,13津港股MTN1,天津港股份有限公司
122001.SH,采掘,采掘服务,2007年海洋石油工程股份有限公司公司债券,07海工债,海洋石油工程股份有限公司
136323.SH,建筑装饰,基础建设,越秀交通基建有限公司2016年公开发行公司债券(第一期)(品种一),16越交01,越秀交通基建有限公司
031490901.IB,交通运输,物流,中储发展股份有限公司2014年度第一期非公开定向债务融资工具,14中储发展PPN001,中储发展股份有限公司
031672029.IB,化工,化学制品,北京三聚环保新材料股份有限公司2016年度第一期非公开定向债务融资工具,16三聚环保PPN001,北京三聚环保新材料股份有限公司
112167.SZ,医药生物,生物制品,上海莱士血液制品股份有限公司2012年公司债券,12莱士债,上海莱士血液制品股份有限公司
112249.SZ,计算机,计算机应用,博彦科技股份有限公司2015年公司债券,15博彦债,博彦科技股份有限公司
135349.SH,有色金属,黄金,甘肃刚泰控股(集团)股份有限公司非公开发行2016年公司债券(品种二),16刚泰02,甘肃刚泰控股(集团)股份有限公司
011698050.IB,化工,塑料,佛山佛塑科技集团股份有限公司2016年度第三期超短期融资券,16佛塑SCP003,佛山佛塑科技集团股份有限公司
101358004.IB,休闲服务,旅游综合,丽江玉龙旅游股份有限公司2013年度第一期中期票据,13玉龙MTN001,丽江玉龙旅游股份有限公司
112367.SZ,化工,化学纤维,江苏华西村股份有限公司2016年面向合格投资者公开发行公司债券(第一期),16华西01,江苏华西村股份有限公司
112382.SZ,电气设备,电源设备,浙江南都电源动力股份有限公司2016年面向合格投资者公开发行公司债券(第一期),16南都01,浙江南都电源动力股份有限公司
136445.SH,化工,化学制品,浙江嘉化能源化工股份有限公司2016年绿色公司债券(第一期),G16嘉化1,浙江嘉化能源化工股份有限公司
101451061.IB,房地产,房地产开发,万科企业股份有限公司2014年度第一期中期票据,14万科MTN001,万科企业股份有限公司
031560063.IB,建筑装饰,基础建设,安徽水利开发股份有限公司2015年度第一期非公开定向债务融资工具,15皖水利PPN001,安徽水利开发股份有限公司
078049.BC,交通运输,机场,2007年上海国际机场股份有限公司公司债券,07沪机场债(柜台),上海国际机场股份有限公司
112175.SZ,医药生物,中药,2013年华润三九医药股份有限公司公司债券(第一期),13三九01,华润三九医药股份有限公司
112219.SZ,房地产,房地产开发,2014年重庆渝开发股份有限公司公司债券,14渝发债,重庆渝开发股份有限公司
112230.SZ,化工,化学制品,安徽省司尔特肥业股份有限公司2014年公司债券(第一期),14司尔01,安徽省司尔特肥业股份有限公司
011698347.IB,化工,化学制品,湖北兴发化工集团股份有限公司2016年度第二期超短期融资券,16鄂兴发SCP002,湖北兴发化工集团股份有限公司
011699605.IB,化工,化学制品,万华化学集团股份有限公司2016年度第一期超短期融资券,16万华化学SCP001,万华化学集团股份有限公司
101553022.IB,房地产,房地产开发,苏州新区高新技术产业股份有限公司2015年度第一期中期票据,15苏州高新MTN001,苏州新区高新技术产业股份有限公司
112370.SZ,公用事业,环保工程及服务,深圳市新纶科技股份有限公司2016年面向合格投资者公开发行公司债券,16新纶债,深圳市新纶科技股份有限公司
118671.SZ,电气设备,电气自动化设备,江苏金智科技股份有限公司2016年非公开发行公司债券,16金智债,江苏金智科技股份有限公司
122245.SH,公用事业,电力,宁波热电股份有限公司2013年公司债券,13甬热电,宁波热电股份有限公司
135288.SH,电子,元件Ⅱ,苏州方林科技股份有限公司非公开发行2016年公司债券,16苏方林,苏州方林科技股份有限公司
011699323.IB,医药生物,化学制药,人福医药集团股份公司2016年度第一期超短期融资券,16人福SCP001,人福医药集团股份公司
011699694.IB,建筑装饰,基础建设,上海浦东路桥建设股份有限公司2016年度第一期超短期融资券,16浦东路桥SCP001,上海浦东路桥建设股份有限公司
112062.SZ,化工,化学制品,成都市新都化工股份有限公司2012年公司债券,12新都债,成都云图控股股份有限公司
112221.SZ,汽车,汽车零部件,浙江万里扬变速器股份有限公司2014年公司债券,14万里债,浙江万里扬股份有限公司
112224.SZ,公用事业,水务,成都市兴蓉投资股份有限公司2014年公司债券(第一期),14兴蓉01,成都市兴蓉环境股份有限公司
122112.SH,公用事业,燃气,上海大众公用事业(集团)股份有限公司2011年公司债券,11沪大众,上海大众公用事业(集团)股份有限公司
D16090701.IB,0,0,0,0,0
112211.SZ,纺织服装,服装家纺,东莞市搜于特服装股份有限公司2014年公司债券,14搜特01,搜于特集团股份有限公司
118760.SZ,房地产,房地产开发,阳光新业地产股份有限公司2016年非公开发行公司债券(第一期),16光业01,阳光新业地产股份有限公司
136262.SH,房地产,房地产开发,苏州新建元控股集团有限公司2016年公司债券(第一期)(品种一),16建元01,苏州新建元控股集团有限公司
112339.SZ,房地产,房地产开发,中航地产股份有限公司2016年面向合格投资者公开发行公司债券,16中航城,中航地产股份有限公司
011699917.IB,食品饮料,食品加工,梅花生物科技集团股份有限公司2016年度第一期超短期融资券,16梅花生物SCP001,梅花生物科技集团股份有限公司
088002.IB,纺织服装,纺织制造,2008年安徽华茂纺织股份有限公司公司债券,08皖华茂债,安徽华茂纺织股份有限公司
112237.SZ,计算机,计算机应用,河南辉煌科技股份有限公司2015年公司债券(第一期),15辉煌01,河南辉煌科技股份有限公司
112262.SZ,房地产,房地产开发,荣安地产股份有限公司2015年公司债券,15荣安债,荣安地产股份有限公司
122274.SH,纺织服装,纺织制造,浙江航民股份有限公司2011年公司债券(第二期),11航民02,浙江航民股份有限公司
041664001.IB,医药生物,医药商业,云南鸿翔一心堂药业(集团)股份有限公司2016年度第一期短期融资券,16一心堂CP001,云南鸿翔一心堂药业(集团)股份有限公司
041562064.IB,电子,光学光电子,华映科技(集团)股份有限公司2015年度第一期短期融资券,15华映科技CP001,华映科技(集团)股份有限公司
